ID,Family,Taxon,Species,OvS,OvL,PuL,Vol_min,Vol_max,AnA,WIn,WiV,HPS,TrC,HSI,HPT,HPG,HPP,HPA,LEv,HPSi,ELT,ELL,ELA,FMo_Min,FMo_Max,FMo_Average,FFM,LFM,ADF,ADR,MLT,MLL,BaT,BaS
203,Lycaenidae,Cupido_minimus_carswelli,Cupido minimus carswelli,L,Bu,GlFl,1,1,NA,-0.061,-0.044,NA,1,0.177,BiAnHp,Sh,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,6,NA,NA,NA,NA,NA,NA
204,Lycaenidae,Cupido_lorquinii,Cupido lorquinii,L,Bu,GlFl,1,1,P,-0.059,0.063,1,1,1.000,BiAnHp,Sh,Bu,Ol,FlAt,NA,NA,ShTh,NA,3,3,3,4,6,HfMiHc,NA,NA,NA,NA,NA
205,Lycaenidae,Luthrodes_galba,Luthrodes galba,NA,NA,NA,3,3,NA,-0.068,0.029,2,3,0.289,NA,NA,FlBu,NA,NA,NA,NA,Sh,NA,9,9,9,3,11,NA,NA,NA,NA,NA,NA
206,Lycaenidae,Freyeria_trochylus,Freyeria trochylus,NA,NA,NA,3,3,P,-0.072,0.014,2,2,0.707,An,Sh,NA,NA,NA,NA,NA,NA,NA,8,8,8,3,10,Hf,NA,NA,NA,NA,NA
207,Lycaenidae,Plebejus_argus,Plebejus argus,E,SuSs,BuAt,1,2,O,-0.049,0.125,15,4,0.069,HpWp,ShThSb,FlLeBu,SiOl,GlFlAt,LpMpSs,Se,BgSh,Li,4,4,4,5,8,HfAnMiHc,BgStExCoHf,PaPn,RcBeGrPs,Dr,BeSh
208,Lycaenidae,Plebejus_idas,Plebejus idas,E,Ss,BuAt,1,2,O,-0.046,0.084,8,4,0.041,HpWp,ShSbTr,Le,NA,FlAt,NA,Se,Sh,NA,5,5,5,5,9,Hf,GrShThSbExCoHnHf,Pa,NA,DaDr,BeSh
209,Lycaenidae,Plebejus_bellieri,Plebejus bellieri,L,SuSs,GlFl,1,1,N,-0.048,-0.001,1,3,0.354,Wp,Sb,NA,NA,NA,NA,NA,NA,NA,3,3,3,6,8,Hf,NA,NA,NA,NA,NA
210,Lycaenidae,Plebejus_martini,Plebejus martini,NA,NA,NA,1,1,O,-0.038,0.013,2,2,0.577,Hp,Sh,NA,NA,FlAt,NA,NA,Sh,NA,1,3,1.5,5,7,NA,NA,NA,NA,NA,NA
211,Lycaenidae,Plebejus_allardi,Plebejus allardi,NA,NA,NA,1,1,NA,-0.040,0.003,1,1,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,6,NA,NA,NA,NA,NA,NA
212,Lycaenidae,Plebejus_vogelii,Plebejus vogelii,NA,NA,NA,2,2,NA,-0.049,-0.042,1,1,1.000,Hp,Sh,NA,NA,GlFlAt,NA,NA,Sh,NA,5,6,5,4,9,HfHc,NA,NA,NA,NA,NA
213,Lycaenidae,Plebejus_argyrognomon,Plebejus argyrognomon,EL,Ss,GlFl,1,2,P,-0.034,-0.006,2,3,0.224,BiHp,ShTh,Le,Si,FlAt,NA,Se,Sh,NA,4,4,4,5,8,Hf,NA,Pa,NA,DaDr,BeShGr
214,Lycaenidae,Agriades_orbitulus,Agriades orbitulus,L,SsTs,NA,1,1,NA,-0.050,-0.024,3,3,0.258,Hp,Sh,NA,NA,NA,NA,Se,ShTh,NA,3,3,3,6,8,Mi,SbTcHf,NA,NA,NA,BeShTh
215,Lycaenidae,Agriades_optilete,Agriades optilete,L,Ss,Fl,1,1,N,-0.046,0.026,3,3,0.218,Wp,Sb,FlLe,NA,GlFl,NA,Se,Sh,NA,3,3,3,6,8,HfSfAn,ShThSbExHnHf,NA,NA,DaDr,BeShGrSb
216,Lycaenidae,Agriades_pyrenaicus,Agriades pyrenaicus,L,Su,Gl,1,1,N,-0.047,-0.019,1,1,1.000,Hp,Sh,FlLeBu,NA,Gl,NA,Se,ShTh,NA,2,4,3,5,8,HfMi,NA,NA,NA,Da,Sh
217,Lycaenidae,Agriades_dardanus,Agriades dardanus,NA,NA,NA,1,1,NA,-0.057,-0.006,1,2,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,6,8,NA,NA,NA,NA,NA,NA
218,Lycaenidae,Agriades_zullichi,Agriades zullichi,L,BuSuSs,BuGl,1,1,N,-0.060,-0.013,1,1,1.000,Hp,Sh,FlLe,NA,BuGlFl,NA,Se,Sh,NA,3,3,3,6,8,Hf,NA,Pa,NA,NA,NA
219,Lycaenidae,Agriades_glandon,Agriades glandon,L,Ss,BuGl,1,1,N,-0.049,-0.016,2,2,0.354,Hp,Sh,FlLe,NA,Fl,NA,NA,Sh,NA,2,2,2,7,8,HfHc,BgHfMs,Pa,RcBe,Da,Sh
220,Lycaenidae,Agriades_aquilo,Agriades aquilo,L,NA,NA,0.5,1,N,-0.061,-0.005,3,4,0.289,Hp,Sh,FlLe,NA,Fl,NA,NA,NA,NA,3,3,3,6,8,NA,NA,Pt,Rc,NA,NA
221,Lycaenidae,Plebejidea_loewii,Plebejidea loewii,NA,NA,NA,1,1,NA,-0.036,-0.046,1,2,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,3.5,2,9,Hf,NA,NA,NA,NA,NA
222,Lycaenidae,Eumedonia_eumedon,Eumedonia eumedon,L,Ss,Gl,1,1,O,-0.037,0.026,1,2,0.218,Hp,Sh,FlLe,NA,GlFlAt,NA,Se,Sh,NA,4,4,4,5,8,HfHc,GrExCoHf,NA,NA,Da,BeShTh
223,Lycaenidae,Kretania_psylorita,Kretania psylorita,NA,NA,NA,1,1,NA,-0.055,-0.036,2,2,0.577,NA,NA,NA,NA,Fl,NA,NA,ShTh,NA,2,3,2,5,7,Hf,NA,NA,NA,NA,NA
224,Lycaenidae,Kretania_hesperica,Kretania hesperica,L,Su,BuAt,1,1,P,-0.038,0.022,1,2,0.500,Hp,Sh,Le,NA,FlAt,NA,NA,Sh,NA,4,4,4,4,7,HfMi,NA,NA,NA,NA,NA
225,Lycaenidae,Kretania_eurypilus,Kretania eurypilus,L,SsTs,NA,1,1,NA,-0.034,-0.067,2,1,0.447,NA,NA,NA,NA,FlAt,NA,NA,ShTh,Li,2,2,2,6,7,NA,NA,Pt,GrThHs,NA,NA
226,Lycaenidae,Kretania_trappi,Kretania trappi,L,NA,NA,1,1,NA,-0.033,0.022,1,2,0.707,NA,NA,NA,NA,GlFlAt,NA,NA,Sh,NA,3,3,3,6,8,NA,NA,NA,NA,NA,NA
227,Lycaenidae,Kretania_sephirus,Kretania sephirus,L,NA,Gl,1,1,P,-0.033,0.016,2,2,0.577,Hp,Sh,NA,NA,NA,NA,Se,ShTh,Sh,4,4,4,5,8,Hf,NA,NA,NA,NA,NA
228,Lycaenidae,Kretania_pylaon,Kretania pylaon,L,BuSu,BuGl,1,1,NA,-0.042,-0.075,1,1,1.000,NA,NA,FlLeBu,NA,FlAt,NA,Se,Sh,NA,2,2,2,5,6,HfHc,NA,NA,NA,NA,NA
229,Lycaenidae,Cyaniris_semiargus,Cyaniris semiargus,L,Ss,Gl,1,1.5,O,-0.038,0.076,1,3,0.169,BiAnHp,ShTh,FlLeSt,SiOl,FlAt,NA,Se,Sh,NA,6,6,6,5,10,Hf,NA,NA,NA,Da,BeGr
230,Lycaenidae,Glabroculus_cyane,Glabroculus cyane,NA,NA,NA,1,1,NA,-0.035,0.058,2,3,NA,Hp,Sh,NA,NA,Gl,NA,NA,Sh,NA,2,3,2.5,6,8,Hf,NA,NA,NA,DaDr,ShTh
231,Lycaenidae,Aricia_morronensis,Aricia morronensis,L,Ss,Gl,1,2,P,-0.042,-0.026,1,2,0.577,BiAn,Sh,Le,NA,FlAt,NA,Se,Sh,NA,4,4,4,5,8,HfHc,NA,NA,NA,DaDr,BeSh
232,Lycaenidae,Aricia_anteros,Aricia anteros,L,NA,NA,1,3,NA,-0.037,0.078,4,3,0.289,Hp,Sh,Le,NA,FlAt,NA,Se,Sh,Sh,5,5,5,5,9,Hf,NA,NA,NA,NA,NA
233,Lycaenidae,Aricia_cramera,Aricia cramera,ELPA,Ss,NA,2,3,P,-0.054,0.082,4,4,0.112,AnHp,Sh,Le,NA,GlFlAt,NA,Se,Sh,NA,7,12,9.5,1,12,HfMi,NA,NA,NA,Da,ShGr
234,Lycaenidae,Aricia_nicias,Aricia nicias,L,Ss,Gl,1,1,NA,-0.053,0.006,1,2,0.707,Hp,Sh,FlLe,NA,FlAt,NA,Se,ShTh,NA,2,2,2,7,8,HfHc,GrShThSbHnHf,NA,NA,DaDr,Sh
235,Lycaenidae,Aricia_artaxerxes,Aricia artaxerxes,L,SuSs,BuGl,1,1,P,-0.049,0.081,3,4,0.056,AnHp,Sh,Le,SiOl,GlFlAt,MpSs,Se,Sh,Li,4,4,4,6,9,HfHc,StShThExCoHf,Pa,GrPs,Da,BeShGr
236,Lycaenidae,Aricia_montensis,Aricia montensis,L,Su,NA,1,1,NA,-0.042,0.041,2,4,0.183,NA,NA,Le,NA,NA,NA,NA,NA,NA,4,4,4,6,9,HfMi,NA,NA,NA,NA,NA
237,Lycaenidae,Aricia_agestis,Aricia agestis,L,SuSs,BuGlAt,1,3,P,-0.048,0.014,5,4,0.102,AnHp,Sh,Le,SiOl,GlFlAt,MpSs,Se,Sh,Li,7,7,7,4,10,HfAnMiHc,GrShThExCoHf,PaPn,GrPs,Da,BeShGr
238,Lycaenidae,Lysandra_hispana,Lysandra hispana,E,Ss,Gl,2,2,M,-0.023,-0.023,2,1,1.000,Hp,Sh,Le,NA,FlAt,NA,Se,Sh,NA,7,7,7,4,10,HfMiHc,NA,NA,NA,DaDr,BeSh
239,Lycaenidae,Lysandra_corydonius,Lysandra corydonius,L,NA,BuGl,1,1,NA,-0.021,-0.040,2,3,NA,NA,NA,Le,NA,GlFl,NA,Se,ShTh,NA,3,3,3,7,9,HfHc,NA,NA,NA,NA,NA
240,Lycaenidae,Lysandra_bellargus,Lysandra bellargus,L,SuSs,BuGlAt,1,3,P,-0.031,0.011,4,3,0.183,HpWp,ShThSb,Le,SiOl,GlAt,LpMpSs,Se,BgSh,Li,7,7,7,4,10,HfAnMiHc,StThExCoHf,Pa,GrNsHs,Dr,BeSh
241,Lycaenidae,Lysandra_punctifera,Lysandra punctifera,L,NA,NA,2,2,P,-0.030,-0.014,2,1,1.000,Hp,Sh,NA,NA,FlAt,NA,NA,Sh,NA,4,8,5.5,3,10,Hf,NA,NA,NA,NA,NA
242,Lycaenidae,Lysandra_coridon,Lysandra coridon,E,SuSs,BuGlAt,1,2,P,-0.026,-0.004,3,3,1.000,Hp,ShTh,Le,SiOl,GlAt,LpMpSs,Se,BgSh,Li,3,3,3,7,9,HfAnMiHc,StGrShThExCoHf,Pa,GrNsHs,Dr,BeSh
243,Lycaenidae,Lysandra_caelestissima,Lysandra caelestissima,NA,NA,NA,1,1,NA,-0.029634904,0.083842834,1,1,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,7,8,NA,NA,NA,NA,NA,NA
244,Lycaenidae,Lysandra_albicans,Lysandra albicans,E,Ss,Gl,1,1,O,-0.012,0.044,1,1,1.000,Hp,Sh,Le,NA,FlAt,NA,NA,Sh,NA,3,3,3,6,8,HfMi,NA,NA,NA,NA,NA
245,Lycaenidae,Neolysandra_coelestina,Neolysandra coelestina,L,NA,NA,1,1,NA,-0.049,-0.040,1,3,0.707,Hp,Th,NA,NA,NA,NA,Se,Sh,Li,2,2,2,5,6,HfHc,NA,NA,NA,NA,NA
246,Lycaenidae,Polyommatus_escheri,Polyommatus escheri,L,SsTs,Gl,1,1,P,-0.029,0.015,2,2,0.500,Hp,Sh,FlLe,NA,GlFlAt,NA,Se,ShTh,NA,3,3,3,5,7,Hf,NA,NA,NA,DaDr,BeSh
247,Lycaenidae,Polyommatus_thersites,Polyommatus thersites,L,Ss,Gl,1,3,P,-0.040,0.059,2,2,0.500,Hp,Sh,FlLeSt,SiOl,GlFlAt,NA,Se,Sh,NA,7,7,7,4,10,Hf,NA,NA,NA,DaDr,ShGr
248,Lycaenidae,Polyommatus_daphnis,Polyommatus daphnis,E,SuSs,Gl,1,1,P,-0.015,-0.034,3,4,0.129,Hp,ShTh,LeSt,Si,GlFlAt,NA,Se,BgSh,NA,3,3,3,6,8,HfMi,NA,NA,NA,DaDr,ShTh
249,Lycaenidae,Polyommatus_amandus,Polyommatus amandus,L,Su,Gl,1,2,M,-0.022,0.003,2,3,0.204,AnHp,ShTh,Le,NA,GlFlAt,NA,Se,Sh,NA,3,3,3,5,7,HfMi,GrExHf,Pt,NA,DaDr,BeSh
250,Lycaenidae,Polyommatus_golgus,Polyommatus golgus,L,SuSs,BuGl,1,1,M,-0.044,0.010,1,1,1.000,BiAnHp,Sh,FlLeBu,SiOl,BuGlFlAt,NA,Se,Sh,NA,2,2,2,6,7,Hf,NA,PaPtLe,NA,NA,NA
251,Lycaenidae,Polyommatus_atlanticus,Polyommatus atlanticus,NA,NA,NA,2,2,NA,-0.035,-0.040,1,1,1.000,BiAnHp,Sh,NA,NA,NA,NA,NA,Sh,NA,4,5,4,5,9,HfMi,NA,NA,NA,NA,NA
252,Lycaenidae,Polyommatus_nivescens,Polyommatus nivescens,L,Su,Gl,1,1,M,-0.030,0.018,1,1,1.000,BiAnHp,Sh,Le,NA,GlFlAt,NA,Se,Sh,NA,4,4,4,5,8,HfMi,NA,NA,NA,DaDr,BeShGr
253,Lycaenidae,Polyommatus_dorylas,Polyommatus dorylas,L,SuSs,Gl,1,2,P,-0.028,-0.007,1,4,0.204,BiAnHp,Sh,Le,NA,GlFlAt,NA,Se,Sh,Sh,4,4,4,5,8,Hf,BgStGrHf,NA,NA,Da,Be
254,Lycaenidae,Polyommatus_celina,Polyommatus celina,L,Su,NA,3,3,NA,-0.040,0.150,1,1,1.000,BiAnHpWp,ShThSb,FlLe,NA,NA,NA,NA,NA,NA,11,11,11,2,12,HfMi,NA,NA,NA,DaDr,ShTh
255,Lycaenidae,Polyommatus_icarus,Polyommatus icarus,L,Su,BuGlAt,1,3,P,-0.035,0.112,12,3,0.144,AnHpWp,ShSb,Le,SiOl,GlFlAt,LpMpSs,Se,Sh,Li,7,7,7,4,10,HfAnMiHc,GrShExCoHf,PaPn,GrNsHsPs,DaDr,BeShGrTh
256,Lycaenidae,Polyommatus_icarus_andronicus,Polyommatus icarus andronicus,NA,NA,NA,1,1,NA,-0.036,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,6,7,Hf,NA,NA,NA,NA,NA
257,Lycaenidae,Polyommatus_eros,Polyommatus eros,L,Ss,Gl,1,1,P,-0.040,0.035,2,3,0.408,HpWp,ShSb,FlLeSt,SiOl,FlAt,NA,Se,Sh,NA,3,3,3,7,9,HfMi,NA,NA,NA,DaDr,BeSh
258,Lycaenidae,Polyommatus_damon,Polyommatus damon,EL,Ss,Gl,1,1,P,-0.033,0.029,1,2,0.447,Hp,Sh,Le,NA,GlAt,NA,Se,Sh,NA,2,2,2,7,8,HfMi,NA,NA,NA,DaDr,ShGr
259,Lycaenidae,Polyommatus_damone,Polyommatus damone,NA,NA,Bu,1,3,NA,-0.037,-0.010,1,2,NA,NA,NA,Le,NA,Gl,NA,Se,Sh,NA,3,5,4,5,9,NA,NA,NA,NA,NA,NA
260,Lycaenidae,Polyommatus_damocles,Polyommatus damocles,NA,NA,NA,1,1,NA,-0.033,-0.037,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,6,8,NA,NA,NA,NA,NA,NA
261,Lycaenidae,Polyommatus_admetus,Polyommatus admetus,L,BuSu,NA,1,1,P,-0.025,0.027,1,2,0.707,AnHp,Sh,NA,NA,BuGlFlAt,NA,NA,NA,NA,3,3,3,6,8,Hf,NA,NA,NA,NA,NA
262,Lycaenidae,Polyommatus_ripartii,Polyommatus ripartii,L,Ss,Bu,1,1,P,-0.033,0.060,1,2,0.447,Hp,Sh,Le,NA,GlFlAt,NA,Se,Sh,NA,4,4,4,6,9,Hf,NA,NA,NA,DaDr,ShGr
263,Lycaenidae,Polyommatus_nephohiptamenos,Polyommatus nephohiptamenos,NA,NA,NA,1,1,NA,-0.035,-0.020,1,1,1.000,Hp,Sh,NA,NA,NA,NA,NA,NA,NA,2,2,2,7,8,NA,NA,NA,NA,NA,NA
264,Lycaenidae,Polyommatus_iphigenia,Polyommatus iphigenia,NA,NA,NA,1,1,NA,-0.032,-0.034,1,1,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,6,8,NA,NA,NA,NA,NA,NA
265,Lycaenidae,Polyommatus_violetae,Polyommatus violetae,L,SuSs,Gl,1,1,P,-0.034,0.024,1,1,1.000,Hp,Sh,FlLe,NA,FlAt,NA,NA,Sh,NA,2,2,2,7,8,HfHdMi,GrExCoHf,NA,NA,NA,NA
266,Lycaenidae,Polyommatus_fulgens,Polyommatus fulgens,L,Su,NA,1,1,NA,-0.032,-0.044,1,1,1.000,Hp,Sh,Le,NA,FlAt,NA,NA,Sh,NA,2,2,2,7,8,Hf,NA,NA,NA,DaDr,BeShGr
267,Lycaenidae,Polyommatus_fabressei,Polyommatus fabressei,L,NA,NA,1,1,O,-0.033,0.009,1,1,1.000,Hp,Sh,Le,NA,FlAt,NA,NA,Sh,NA,3,3,3,6,8,HfMi,NA,NA,NA,NA,NA
268,Lycaenidae,Polyommatus_dolus,Polyommatus dolus,L,Ss,Gl,1,1,NA,-0.020,-0.013,1,1,1.000,Hp,Sh,NA,NA,NA,NA,Se,Sh,NA,2,2,2,7,8,Hf,NA,NA,NA,NA,NA
269,Lycaenidae,Polyommatus_dolus_virgilius,Polyommatus dolus virgilius,L,NA,NA,1,1,NA,-0.025,-0.002,NA,1,1.000,Hp,Sh,NA,NA,NA,NA,NA,NA,NA,2,2,2,7,8,NA,NA,NA,NA,NA,NA
270,Lycaenidae,Polyommatus_humedasae,Polyommatus humedasae,L,Su,NA,1,1,NA,-0.028,0.002,1,1,1.000,Hp,Sh,NA,NA,NA,NA,NA,Sh,NA,2,2,2,7,8,Hf,NA,NA,NA,NA,NA
271,Lycaenidae,Polyommatus_orphicus,Polyommatus orphicus,NA,NA,NA,1,1,P,-0.028,-0.006,NA,2,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,9,NA,NA,NA,NA,NA,NA
272,Lycaenidae,Polyommatus_aroaniensis,Polyommatus aroaniensis,L,NA,NA,1,1,P,-0.034,-0.039,1,1,1.000,Hp,Sh,Fl,NA,FlAt,NA,Se,Sh,NA,3,3,3,6,8,NA,NA,NA,NA,NA,NA
273,Lycaenidae,Polyommatus_timfristos,Polyommatus timfristos,NA,NA,NA,1,1,NA,-0.026375364,-0.069473831,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,7,7,NA,NA,NA,NA,NA,NA
274,Nymphalidae,Neptis_sappho,Neptis sappho,L,Su,FlSl,1,2,N,0.036,-0.001,2,3,0.408,HpWp,ShTr,Le,SiOl,NA,NA,Se,SbCa,NA,4,5,4.5,5,9,NA,TcExHf,NA,NA,Da,Be
275,Nymphalidae,Neptis_rivularis,Neptis rivularis,L,Sb,Sl,1,1,N,0.041,0.013,4,3,0.258,HpWp,ThSb,Le,SiOl,NA,NA,Se,ShTh,NA,3,4,3.5,5,8,SfHc,NA,NA,NA,Da,BeGrSb
276,Nymphalidae,Limenitis_reducta,Limenitis reducta,L,SbLi,Sl,1,3,N,0.037,0.041,1,2,0.577,Wp,SbLi,Le,Ol,Sl,LpMpSs,Se,Li,LiPs,3,7,5,4,10,HfSfHdSaAnMi,NA,PaPt,SbTcNs,Da,Sb
277,Nymphalidae,Limenitis_populi,Limenitis populi,L,Tr,Cl,1,1,N,0.115,0.008,1,1,0.577,Wp,Tr,Le,NA,Cl,NA,Se,Ca,LiPs,2,4,2.5,5,8,SaDpAn,NA,NA,TcHsHt,Da,Be
278,Nymphalidae,Limenitis_camilla,Limenitis camilla,L,Li,Sl,1,1,N,0.064,-0.024,2,3,0.289,Wp,SbLi,Le,Ol,SlCl,Ss,Se,Ca,PsSh,2,4,3,6,9,HfErSfHdSaAnMi,TcLiExHnHf,Pa,SbTcLs,Da,BeThSb
279,Nymphalidae,Issoria_lathonia,Issoria lathonia,ELPA,SuSsTs,Fl,1,3,N,0.011,0.013,1,2,0.408,BiAnHp,Sh,FlLe,NA,GlFl,NA,Se,ShTh,NA,4,10,7,2,11,HfMi,NA,Pt,NA,Da,BeShThSb
280,Nymphalidae,Issoria_eugenia,Issoria eugenia,L,NA,NA,1,1,NA,0.001821696,0.041482826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2.5,6,8,HfMi,NA,NA,NA,Da,BeThSb
281,Nymphalidae,Brenthis_hecate,Brenthis hecate,E,Ss,Fl,1,1,N,0.002,0.041,1,1,0.408,Hp,ShTh,Le,NA,Fl,NA,Se,ShTh,NA,3,4,3,4,7,Hf,NA,Pa,NA,Da,ShTh
282,Nymphalidae,Brenthis_ino,Brenthis ino,EL,SsTs,Fl,1,1,N,-0.008,0.062,5,3,0.204,Wp,Sb,Le,NA,GlFl,NA,SeSb,ShThSb,NA,2,3,2.5,6,8,HfSf,SbTcCoHnHf,Pa,NA,Da,ShTh
283,Nymphalidae,Brenthis_daphne,Brenthis daphne,EL,Sb,Fl,1,1,N,0.023,0.015,1,2,0.447,HpWp,ShThSb,Le,SiOl,Sl,NA,Se,ShTh,NA,3,4,3.5,5,8,HfSf,NA,Pa,ThSbNs,Da,Th
284,Nymphalidae,Argynnis_paphia,Argynnis paphia,EL,Tr,Fl,1,1,N,0.094,-0.031,1,2,0.258,Hp,Sh,Le,SiOl,Fl,MpSs,Se,Ca,PsSh,2,6,3.5,5,10,HfSfHdMi,TcExHf,PaPn,SbTcHsPsLs,Da,ShGrThSb
285,Nymphalidae,Argynnis_pandora,Argynnis pandora,L,SuSs,BuGl,1,2,N,0.109,0.035,1,2,0.577,BiAnHp,Sh,Le,NA,BuGlFl,NA,Se,BgShTh,NA,3,7,5,4,10,HfAnMi,ShThCo,Pt,NA,Da,BeShThSb
286,Nymphalidae,Argynnis_laodice,Argynnis laodice,L,SuSs,NA,1,1,N,0.058,0.000,1,1,0.707,Hp,Sh,NA,NA,NA,NA,NA,ShThSbTt,NA,2,2,2,7,8,SfMi,NA,NA,NA,Da,BeShThSb
287,Nymphalidae,Speyeria_aglaja,Speyeria aglaja,EL,BuSuSbTr,GlFl,1,1,N,0.057,0.070,1,2,0.500,BiAnHp,Sh,Le,SiOl,GlFl,LpMp,Se,BgSh,Li,2,5,3.5,5,9,HfAnMi,GrThExHf,Pa,ShThSbNsHs,Da,ShThSb
288,Nymphalidae,Fabriciana_elisa,Fabriciana elisa,EL,Ss,Gl,1,1,N,0.030,-0.043,1,1,1.000,Hp,Sh,NA,NA,Fl,NA,Se,NA,NA,3,3,3,6,8,Hf,NA,NA,NA,NA,Be
289,Nymphalidae,Fabriciana_niobe,Fabriciana niobe,EL,SsTs,Fl,1,1,N,0.036,0.031,1,2,0.408,Hp,Sh,NA,NA,Fl,NA,Se,BgSh,NA,1,4,2.5,5,8,Hf,NA,Pa,NA,Da,BeShThSb
290,Nymphalidae,Fabriciana_adippe,Fabriciana adippe,EL,SsTsSbTr,Fl,1,1,N,0.051,0.050,1,2,0.500,BiAnHp,Sh,Le,SiOl,Fl,MpSs,Se,BgSh,LiPs,2,5,3.5,5,9,HfSfMi,TcExHf,Pa,BeSbTcHsPs,Da,BeShThSb
291,Nymphalidae,Fabriciana_auresiana,Fabriciana auresiana,NA,NA,NA,1,1,N,0.048,0.082,1,NA,0.289,NA,NA,NA,NA,NA,NA,NA,Sh,NA,3,3,3,6,8,Hf,NA,NA,NA,Da,NA
292,Nymphalidae,Boloria_eunomia,Boloria eunomia,L,SsTs,Fl,1,1,N,-0.003,0.035,1,1,0.183,Hp,Sh,Le,NA,Fl,NA,SeSb,ShTh,NA,3,4,3,5,8,Hf,NA,NA,NA,Da,ShGr
293,Nymphalidae,Boloria_graeca,Boloria graeca,L,NA,NA,1,1,N,-0.016,0.006,1,2,1.000,Hp,Sh,NA,NA,Fl,NA,Se,ShThSb,NA,3,5,4,5,9,Hf,NA,NA,NA,Da,BeShTh
294,Nymphalidae,Boloria_pales,Boloria pales,L,NA,GlFl,1,1,N,-0.014,0.032,2,1,0.258,AnHp,Sh,Le,NA,Fl,NA,Se,NA,NA,2,4,3,6,9,Hf,NA,NA,NA,Da,NA
295,Nymphalidae,Boloria_napaea,Boloria napaea,L,NA,Gl,1,1,N,-0.006,0.007,2,4,0.354,Hp,Sh,Le,NA,GlFl,NA,Se,ShTh,NA,3,3,3,6,8,Hf,GrShThHnHf,NA,NA,Da,ShTh
296,Nymphalidae,Boloria_aquilonaris,Boloria aquilonaris,L,Su,GlFl,1,1,N,-0.019,0.017,2,1,0.289,Wp,Sb,NA,NA,GlFl,NA,Se,ShTh,NA,1,3,2,6,8,Hf,GrShThExCoHf,NA,NA,Da,ShTh
297,Nymphalidae,Boloria_alaskensis,Boloria alaskensis,NA,NA,NA,1,1,NA,-0.004429082,0.028009105,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,7,8,Hf,NA,NA,NA,Da,BeShTh
298,Nymphalidae,Boloria_polaris,Boloria polaris,L,Bu,NA,1,1,N,-0.001,0.027,4,4,0.204,NA,NA,Le,NA,NA,NA,Se,NA,NA,1,4,2.5,5,8,NA,BgStGrSh,NA,NA,NA,NA
299,Nymphalidae,Boloria_tritonia,Boloria tritonia,L,NA,NA,1,1,N,0.026429857,0.022470146,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,6,8,NA,NA,NA,NA,NA,NA
300,Nymphalidae,Boloria_thore,Boloria thore,L,NA,GlFl,1,1.5,N,0.003,-0.016,1,2,0.577,BiAnHp,Sh,Le,NA,Fl,NA,Se,ShTh,NA,1,3,2,6,8,Hf,NA,NA,NA,Da,ShTh
301,Nymphalidae,Boloria_selene,Boloria selene,LP,SuSs,Gl,1,2,N,-0.004,0.012,1,2,0.577,Hp,Sh,Le,SiOl,Fl,LpMp,Se,BgSh,Li,2,4,3.5,5,8,HfMi,ThSbExHf,Pa,ShThSbNsHs,Da,ShGrTh
302,Nymphalidae,Boloria_euphrosyne,Boloria euphrosyne,L,Su,GlFl,1,2,N,-0.001,0.006,1,2,0.577,Hp,Sh,Le,SiOl,Fl,LpMp,Se,BgSh,LiPs,2,6,4,4,9,Hf,ThSbExHf,Pa,ShThSbTcNsHs,Da,BeGrThSb
303,Nymphalidae,Boloria_dia,Boloria dia,L,Su,Fl,2,3,N,-0.022,-0.033,1,2,0.447,Hp,Sh,Le,NA,Fl,NA,Se,ShTh,NA,4,7,5.5,3,9,Hf,GrExCoHf,Pa,ShGrNs,Da,Sh
304,Nymphalidae,Boloria_improba,Boloria improba,L,NA,NA,1,1,N,-0.026,0.040,2,1,0.500,Hp,Sh,NA,NA,Fl,NA,NA,ShTh,NA,1,3,2,6,8,Hf,BgStHf,NA,NA,Da,Sh
305,Nymphalidae,Boloria_frigga,Boloria frigga,L,Bu,FlSl,1,1,N,0.001,0.060,2,1,0.707,Hp,Sh,NA,NA,Sl,NA,Se,ShTh,NA,2,2,2,6,7,Hf,NA,NA,NA,Da,ShGr
306,Nymphalidae,Boloria_freija,Boloria freija,L,Bu,FlSl,1,1,N,-0.006,0.050,5,4,0.158,HpWp,ShSb,NA,NA,Sl,NA,Se,ShThSb,NA,2,4,2.5,5,8,Hf,NA,NA,NA,Da,Be
